OBS_VALUE,TIME_FORMAT,UNIT_MULT,COMMENT_OBS,OBS_STATUS,OBS_CONF,AGG_METHOD,DECIMALS,COMMENT_TS,DATA_SOURCE,LATEST_DATA,DATABASE_ID,INDICATOR,REF_AREA,SEX,AGE,URBANISATION,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,FREQ,UNIT_MEASURE,UNIT_TYPE
108,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,KHM,_T,_T,_T,_Z,_Z,_Z,2008,A,RANK,NA
54,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,KHM,_T,_T,_T,_Z,_Z,_Z,2007,A,YR,NA
113,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,KHM,_T,_T,_T,_Z,_Z,_Z,2007,A,RANK,NA
55.93,602,0,NA,A,PU,NA,NA,NA,NA,TRUE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CMR,_T,_T,_T,_Z,_Z,_Z,2017,A,YR,NA
131,602,0,NA,A,PU,NA,NA,NA,NA,TRUE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CMR,_T,_T,_T,_Z,_Z,_Z,2017,A,RANK,NA
55.49,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CMR,_T,_T,_T,_Z,_Z,_Z,2016,A,YR,NA
132,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CMR,_T,_T,_T,_Z,_Z,_Z,2016,A,RANK,NA
55.04,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CMR,_T,_T,_T,_Z,_Z,_Z,2015,A,YR,NA
130,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CMR,_T,_T,_T,_Z,_Z,_Z,2015,A,RANK,NA
54.59,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CMR,_T,_T,_T,_Z,_Z,_Z,2014,A,YR,NA
134,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CMR,_T,_T,_T,_Z,_Z,_Z,2014,A,RANK,NA
51.58,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CMR,_T,_T,_T,_Z,_Z,_Z,2013,A,YR,NA
138,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CMR,_T,_T,_T,_Z,_Z,_Z,2013,A,RANK,NA
51.06,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CMR,_T,_T,_T,_Z,_Z,_Z,2012,A,YR,NA
135,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CMR,_T,_T,_T,_Z,_Z,_Z,2012,A,RANK,NA
51.36,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CMR,_T,_T,_T,_Z,_Z,_Z,2011,A,YR,NA
131,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CMR,_T,_T,_T,_Z,_Z,_Z,2011,A,RANK,NA
51.06,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CMR,_T,_T,_T,_Z,_Z,_Z,2010,A,YR,NA
128,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CMR,_T,_T,_T,_Z,_Z,_Z,2010,A,RANK,NA
52,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CMR,_T,_T,_T,_Z,_Z,_Z,2009,A,YR,NA
121,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CMR,_T,_T,_T,_Z,_Z,_Z,2009,A,RANK,NA
51,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CMR,_T,_T,_T,_Z,_Z,_Z,2008,A,YR,NA
121,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CMR,_T,_T,_T,_Z,_Z,_Z,2008,A,RANK,NA
50,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CMR,_T,_T,_T,_Z,_Z,_Z,2007,A,YR,NA
117,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CMR,_T,_T,_T,_Z,_Z,_Z,2007,A,RANK,NA
82.14,602,0,NA,A,PU,NA,NA,NA,NA,TRUE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CAN,_T,_T,_T,_Z,_Z,_Z,2017,A,YR,NA
13,602,0,NA,A,PU,NA,NA,NA,NA,TRUE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CAN,_T,_T,_T,_Z,_Z,_Z,2017,A,RANK,NA
81.96,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CAN,_T,_T,_T,_Z,_Z,_Z,2016,A,YR,NA
13,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CAN,_T,_T,_T,_Z,_Z,_Z,2016,A,RANK,NA
81.4,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CAN,_T,_T,_T,_Z,_Z,_Z,2015,A,YR,NA
16,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CAN,_T,_T,_T,_Z,_Z,_Z,2015,A,RANK,NA
81.24,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CAN,_T,_T,_T,_Z,_Z,_Z,2014,A,YR,NA
16,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CAN,_T,_T,_T,_Z,_Z,_Z,2014,A,RANK,NA
80.93,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CAN,_T,_T,_T,_Z,_Z,_Z,2013,A,YR,NA
17,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CAN,_T,_T,_T,_Z,_Z,_Z,2013,A,RANK,NA
80.8,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CAN,_T,_T,_T,_Z,_Z,_Z,2012,A,YR,NA
14,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CAN,_T,_T,_T,_Z,_Z,_Z,2012,A,RANK,NA
81.22,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CAN,_T,_T,_T,_Z,_Z,_Z,2011,A,YR,NA
11,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CAN,_T,_T,_T,_Z,_Z,_Z,2011,A,RANK,NA
80.96,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CAN,_T,_T,_T,_Z,_Z,_Z,2010,A,YR,NA
11,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CAN,_T,_T,_T,_Z,_Z,_Z,2010,A,RANK,NA
81,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CAN,_T,_T,_T,_Z,_Z,_Z,2009,A,YR,NA
7,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CAN,_T,_T,_T,_Z,_Z,_Z,2009,A,RANK,NA
81,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CAN,_T,_T,_T,_Z,_Z,_Z,2008,A,YR,NA
5,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CAN,_T,_T,_T,_Z,_Z,_Z,2008,A,RANK,NA
80,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CAN,_T,_T,_T,_Z,_Z,_Z,2007,A,YR,NA
8,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CAN,_T,_T,_T,_Z,_Z,_Z,2007,A,RANK,NA
73.36,602,0,NA,A,PU,NA,NA,NA,NA,TRUE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CPV,_T,_T,_T,_Z,_Z,_Z,2017,A,YR,NA
82,602,0,NA,A,PU,NA,NA,NA,NA,TRUE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CPV,_T,_T,_T,_Z,_Z,_Z,2017,A,RANK,NA
73.15,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CPV,_T,_T,_T,_Z,_Z,_Z,2016,A,YR,NA
84,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CPV,_T,_T,_T,_Z,_Z,_Z,2016,A,RANK,NA
74.87,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CPV,_T,_T,_T,_Z,_Z,_Z,2015,A,YR,NA
59,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CPV,_T,_T,_T,_Z,_Z,_Z,2015,A,RANK,NA
74.54,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CPV,_T,_T,_T,_Z,_Z,_Z,2014,A,YR,NA
63,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CPV,_T,_T,_T,_Z,_Z,_Z,2014,A,RANK,NA
73.92,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CPV,_T,_T,_T,_Z,_Z,_Z,2013,A,YR,NA
70,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CPV,_T,_T,_T,_Z,_Z,_Z,2013,A,RANK,NA
73.77,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CPV,_T,_T,_T,_Z,_Z,_Z,2012,A,YR,NA
65,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CPV,_T,_T,_T,_Z,_Z,_Z,2012,A,RANK,NA
71.31,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CPV,_T,_T,_T,_Z,_Z,_Z,2011,A,YR,NA
90,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CPV,_T,_T,_T,_Z,_Z,_Z,2011,A,RANK,NA
71.04,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CPV,_T,_T,_T,_Z,_Z,_Z,2010,A,YR,NA
90,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CPV,_T,_T,_T,_Z,_Z,_Z,2010,A,RANK,NA
51.87,602,0,NA,A,PU,NA,NA,NA,NA,TRUE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,TCD,_T,_T,_T,_Z,_Z,_Z,2017,A,YR,NA
134,602,0,NA,A,PU,NA,NA,NA,NA,TRUE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,TCD,_T,_T,_T,_Z,_Z,_Z,2017,A,RANK,NA
51.56,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,TCD,_T,_T,_T,_Z,_Z,_Z,2016,A,YR,NA
136,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,TCD,_T,_T,_T,_Z,_Z,_Z,2016,A,RANK,NA
51.16,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,TCD,_T,_T,_T,_Z,_Z,_Z,2015,A,YR,NA
134,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,TCD,_T,_T,_T,_Z,_Z,_Z,2015,A,RANK,NA
50.7,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,TCD,_T,_T,_T,_Z,_Z,_Z,2014,A,YR,NA
138,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,TCD,_T,_T,_T,_Z,_Z,_Z,2014,A,RANK,NA
49.52,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,TCD,_T,_T,_T,_Z,_Z,_Z,2013,A,YR,NA
144,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,TCD,_T,_T,_T,_Z,_Z,_Z,2013,A,RANK,NA
49.19,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,TCD,_T,_T,_T,_Z,_Z,_Z,2012,A,YR,NA
140,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,TCD,_T,_T,_T,_Z,_Z,_Z,2012,A,RANK,NA
48.93,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,TCD,_T,_T,_T,_Z,_Z,_Z,2011,A,YR,NA
134,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,TCD,_T,_T,_T,_Z,_Z,_Z,2011,A,RANK,NA
48.73,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,TCD,_T,_T,_T,_Z,_Z,_Z,2010,A,YR,NA
131,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,TCD,_T,_T,_T,_Z,_Z,_Z,2010,A,RANK,NA
46,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,TCD,_T,_T,_T,_Z,_Z,_Z,2009,A,YR,NA
130,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,TCD,_T,_T,_T,_Z,_Z,_Z,2009,A,RANK,NA
46,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,TCD,_T,_T,_T,_Z,_Z,_Z,2008,A,YR,NA
130,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,TCD,_T,_T,_T,_Z,_Z,_Z,2008,A,RANK,NA
46,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,TCD,_T,_T,_T,_Z,_Z,_Z,2007,A,YR,NA
123,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,TCD,_T,_T,_T,_Z,_Z,_Z,2007,A,RANK,NA
81.79,602,0,NA,A,PU,NA,NA,NA,NA,TRUE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHL,_T,_T,_T,_Z,_Z,_Z,2017,A,YR,NA
18,602,0,NA,A,PU,NA,NA,NA,NA,TRUE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHL,_T,_T,_T,_Z,_Z,_Z,2017,A,RANK,NA
81.5,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHL,_T,_T,_T,_Z,_Z,_Z,2016,A,YR,NA
17,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHL,_T,_T,_T,_Z,_Z,_Z,2016,A,RANK,NA
79.84,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHL,_T,_T,_T,_Z,_Z,_Z,2015,A,YR,NA
32,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHL,_T,_T,_T,_Z,_Z,_Z,2015,A,RANK,NA
79.57,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHL,_T,_T,_T,_Z,_Z,_Z,2014,A,YR,NA
33,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHL,_T,_T,_T,_Z,_Z,_Z,2014,A,RANK,NA
79.02,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHL,_T,_T,_T,_Z,_Z,_Z,2013,A,YR,NA
33,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHL,_T,_T,_T,_Z,_Z,_Z,2013,A,RANK,NA
78.89,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHL,_T,_T,_T,_Z,_Z,_Z,2012,A,YR,NA
33,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHL,_T,_T,_T,_Z,_Z,_Z,2012,A,RANK,NA
78.73,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHL,_T,_T,_T,_Z,_Z,_Z,2011,A,YR,NA
30,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHL,_T,_T,_T,_Z,_Z,_Z,2011,A,RANK,NA
78.61,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHL,_T,_T,_T,_Z,_Z,_Z,2010,A,YR,NA
31,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHL,_T,_T,_T,_Z,_Z,_Z,2010,A,RANK,NA
78,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHL,_T,_T,_T,_Z,_Z,_Z,2009,A,YR,NA
30,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHL,_T,_T,_T,_Z,_Z,_Z,2009,A,RANK,NA
78,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHL,_T,_T,_T,_Z,_Z,_Z,2008,A,YR,NA
29,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHL,_T,_T,_T,_Z,_Z,_Z,2008,A,RANK,NA
77,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHL,_T,_T,_T,_Z,_Z,_Z,2007,A,YR,NA
31,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHL,_T,_T,_T,_Z,_Z,_Z,2007,A,RANK,NA
75.99,602,0,NA,A,PU,NA,NA,NA,NA,TRUE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHN,_T,_T,_T,_Z,_Z,_Z,2017,A,YR,NA
53,602,0,NA,A,PU,NA,NA,NA,NA,TRUE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHN,_T,_T,_T,_Z,_Z,_Z,2017,A,RANK,NA
75.78,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHN,_T,_T,_T,_Z,_Z,_Z,2016,A,YR,NA
54,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHN,_T,_T,_T,_Z,_Z,_Z,2016,A,RANK,NA
75.35,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHN,_T,_T,_T,_Z,_Z,_Z,2015,A,YR,NA
53,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHN,_T,_T,_T,_Z,_Z,_Z,2015,A,RANK,NA
75.2,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHN,_T,_T,_T,_Z,_Z,_Z,2014,A,YR,NA
53,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHN,_T,_T,_T,_Z,_Z,_Z,2014,A,RANK,NA
73.49,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHN,_T,_T,_T,_Z,_Z,_Z,2013,A,YR,NA
75,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHN,_T,_T,_T,_Z,_Z,_Z,2013,A,RANK,NA
73.27,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHN,_T,_T,_T,_Z,_Z,_Z,2012,A,YR,NA
75,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHN,_T,_T,_T,_Z,_Z,_Z,2012,A,RANK,NA
73.31,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHN,_T,_T,_T,_Z,_Z,_Z,2011,A,YR,NA
70,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHN,_T,_T,_T,_Z,_Z,_Z,2011,A,RANK,NA
73.12,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHN,_T,_T,_T,_Z,_Z,_Z,2010,A,YR,NA
70,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHN,_T,_T,_T,_Z,_Z,_Z,2010,A,RANK,NA
74,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHN,_T,_T,_T,_Z,_Z,_Z,2009,A,YR,NA
53,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHN,_T,_T,_T,_Z,_Z,_Z,2009,A,RANK,NA
73,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHN,_T,_T,_T,_Z,_Z,_Z,2008,A,YR,NA
55,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHN,_T,_T,_T,_Z,_Z,_Z,2008,A,RANK,NA
72,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHN,_T,_T,_T,_Z,_Z,_Z,2007,A,YR,NA
56,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,CHN,_T,_T,_T,_Z,_Z,_Z,2007,A,RANK,NA
74.18,602,0,NA,A,PU,NA,NA,NA,NA,TRUE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,COL,_T,_T,_T,_Z,_Z,_Z,2017,A,YR,NA
79,602,0,NA,A,PU,NA,NA,NA,NA,TRUE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,COL,_T,_T,_T,_Z,_Z,_Z,2017,A,RANK,NA
73.99,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,COL,_T,_T,_T,_Z,_Z,_Z,2016,A,YR,NA
81,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,COL,_T,_T,_T,_Z,_Z,_Z,2016,A,RANK,NA
73.98,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,COL,_T,_T,_T,_Z,_Z,_Z,2015,A,YR,NA
76,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,COL,_T,_T,_T,_Z,_Z,_Z,2015,A,RANK,NA
73.78,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,COL,_T,_T,_T,_Z,_Z,_Z,2014,A,YR,NA
75,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,COL,_T,_T,_T,_Z,_Z,_Z,2014,A,RANK,NA
73.64,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,COL,_T,_T,_T,_Z,_Z,_Z,2013,A,YR,NA
72,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,COL,_T,_T,_T,_Z,_Z,_Z,2013,A,RANK,NA
73.43,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,COL,_T,_T,_T,_Z,_Z,_Z,2012,A,YR,NA
