OBS_VALUE,TIME_FORMAT,UNIT_MULT,COMMENT_OBS,OBS_STATUS,OBS_CONF,AGG_METHOD,DECIMALS,COMMENT_TS,DATA_SOURCE,LATEST_DATA,DATABASE_ID,INDICATOR,REF_AREA,SEX,AGE,URBANISATION,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,TIME_PERIOD,FREQ,UNIT_MEASURE,UNIT_TYPE
73,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LVA,_T,_T,_T,_Z,_Z,_Z,2013,A,RANK,NA
73.48,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LVA,_T,_T,_T,_Z,_Z,_Z,2012,A,YR,NA
70,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LVA,_T,_T,_T,_Z,_Z,_Z,2012,A,RANK,NA
73.08,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LVA,_T,_T,_T,_Z,_Z,_Z,2011,A,YR,NA
73,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LVA,_T,_T,_T,_Z,_Z,_Z,2011,A,RANK,NA
72.24,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LVA,_T,_T,_T,_Z,_Z,_Z,2010,A,YR,NA
78,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LVA,_T,_T,_T,_Z,_Z,_Z,2010,A,RANK,NA
71,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LVA,_T,_T,_T,_Z,_Z,_Z,2009,A,YR,NA
80,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LVA,_T,_T,_T,_Z,_Z,_Z,2009,A,RANK,NA
71,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LVA,_T,_T,_T,_Z,_Z,_Z,2008,A,YR,NA
76,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LVA,_T,_T,_T,_Z,_Z,_Z,2008,A,RANK,NA
71,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LVA,_T,_T,_T,_Z,_Z,_Z,2007,A,YR,NA
71,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LVA,_T,_T,_T,_Z,_Z,_Z,2007,A,RANK,NA
79.63,602,0,NA,A,PU,NA,NA,NA,NA,TRUE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBN,_T,_T,_T,_Z,_Z,_Z,2017,A,YR,NA
32,602,0,NA,A,PU,NA,NA,NA,NA,TRUE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBN,_T,_T,_T,_Z,_Z,_Z,2017,A,RANK,NA
79.37,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBN,_T,_T,_T,_Z,_Z,_Z,2016,A,YR,NA
33,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBN,_T,_T,_T,_Z,_Z,_Z,2016,A,RANK,NA
80.13,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBN,_T,_T,_T,_Z,_Z,_Z,2015,A,YR,NA
29,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBN,_T,_T,_T,_Z,_Z,_Z,2015,A,RANK,NA
79.85,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBN,_T,_T,_T,_Z,_Z,_Z,2014,A,YR,NA
30,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBN,_T,_T,_T,_Z,_Z,_Z,2014,A,RANK,NA
72.59,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBN,_T,_T,_T,_Z,_Z,_Z,2013,A,YR,NA
88,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBN,_T,_T,_T,_Z,_Z,_Z,2013,A,RANK,NA
72.41,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBN,_T,_T,_T,_Z,_Z,_Z,2012,A,YR,NA
87,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBN,_T,_T,_T,_Z,_Z,_Z,2012,A,RANK,NA
72.23,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBN,_T,_T,_T,_Z,_Z,_Z,2011,A,YR,NA
81,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBN,_T,_T,_T,_Z,_Z,_Z,2011,A,RANK,NA
72.05,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBN,_T,_T,_T,_Z,_Z,_Z,2010,A,YR,NA
80,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBN,_T,_T,_T,_Z,_Z,_Z,2010,A,RANK,NA
49.96,602,0,NA,A,PU,NA,NA,NA,NA,TRUE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LSO,_T,_T,_T,_Z,_Z,_Z,2017,A,YR,NA
136,602,0,NA,A,PU,NA,NA,NA,NA,TRUE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LSO,_T,_T,_T,_Z,_Z,_Z,2017,A,RANK,NA
49.7,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LSO,_T,_T,_T,_Z,_Z,_Z,2016,A,YR,NA
138,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LSO,_T,_T,_T,_Z,_Z,_Z,2016,A,RANK,NA
49.33,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LSO,_T,_T,_T,_Z,_Z,_Z,2015,A,YR,NA
137,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LSO,_T,_T,_T,_Z,_Z,_Z,2015,A,RANK,NA
48.84,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LSO,_T,_T,_T,_Z,_Z,_Z,2014,A,YR,NA
142,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LSO,_T,_T,_T,_Z,_Z,_Z,2014,A,RANK,NA
47.98,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LSO,_T,_T,_T,_Z,_Z,_Z,2013,A,YR,NA
147,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LSO,_T,_T,_T,_Z,_Z,_Z,2013,A,RANK,NA
47.37,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LSO,_T,_T,_T,_Z,_Z,_Z,2012,A,YR,NA
144,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LSO,_T,_T,_T,_Z,_Z,_Z,2012,A,RANK,NA
45.35,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LSO,_T,_T,_T,_Z,_Z,_Z,2011,A,YR,NA
142,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LSO,_T,_T,_T,_Z,_Z,_Z,2011,A,RANK,NA
44.99,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LSO,_T,_T,_T,_Z,_Z,_Z,2010,A,YR,NA
138,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LSO,_T,_T,_T,_Z,_Z,_Z,2010,A,RANK,NA
45,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LSO,_T,_T,_T,_Z,_Z,_Z,2009,A,YR,NA
132,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LSO,_T,_T,_T,_Z,_Z,_Z,2009,A,RANK,NA
42,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LSO,_T,_T,_T,_Z,_Z,_Z,2008,A,YR,NA
134,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LSO,_T,_T,_T,_Z,_Z,_Z,2008,A,RANK,NA
41,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LSO,_T,_T,_T,_Z,_Z,_Z,2007,A,YR,NA
128,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LSO,_T,_T,_T,_Z,_Z,_Z,2007,A,RANK,NA
61.16,602,0,NA,A,PU,NA,NA,NA,NA,TRUE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBR,_T,_T,_T,_Z,_Z,_Z,2017,A,YR,NA
120,602,0,NA,A,PU,NA,NA,NA,NA,TRUE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBR,_T,_T,_T,_Z,_Z,_Z,2017,A,RANK,NA
60.83,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBR,_T,_T,_T,_Z,_Z,_Z,2016,A,YR,NA
122,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBR,_T,_T,_T,_Z,_Z,_Z,2016,A,RANK,NA
60.53,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBR,_T,_T,_T,_Z,_Z,_Z,2015,A,YR,NA
121,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBR,_T,_T,_T,_Z,_Z,_Z,2015,A,RANK,NA
56.74,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBR,_T,_T,_T,_Z,_Z,_Z,2013,A,YR,NA
127,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBR,_T,_T,_T,_Z,_Z,_Z,2013,A,RANK,NA
56.15,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBR,_T,_T,_T,_Z,_Z,_Z,2012,A,YR,NA
124,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBR,_T,_T,_T,_Z,_Z,_Z,2012,A,RANK,NA
75.18,602,0,NA,A,PU,NA,NA,NA,NA,TRUE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBY,_T,_T,_T,_Z,_Z,_Z,2014,A,YR,NA
54,602,0,NA,A,PU,NA,NA,NA,NA,TRUE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBY,_T,_T,_T,_Z,_Z,_Z,2014,A,RANK,NA
74.95,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBY,_T,_T,_T,_Z,_Z,_Z,2013,A,YR,NA
53,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBY,_T,_T,_T,_Z,_Z,_Z,2013,A,RANK,NA
74.75,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBY,_T,_T,_T,_Z,_Z,_Z,2012,A,YR,NA
53,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBY,_T,_T,_T,_Z,_Z,_Z,2012,A,RANK,NA
74.33,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBY,_T,_T,_T,_Z,_Z,_Z,2010,A,YR,NA
55,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBY,_T,_T,_T,_Z,_Z,_Z,2010,A,RANK,NA
72,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBY,_T,_T,_T,_Z,_Z,_Z,2009,A,YR,NA
69,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBY,_T,_T,_T,_Z,_Z,_Z,2009,A,RANK,NA
72,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBY,_T,_T,_T,_Z,_Z,_Z,2008,A,YR,NA
66,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBY,_T,_T,_T,_Z,_Z,_Z,2008,A,RANK,NA
72,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBY,_T,_T,_T,_Z,_Z,_Z,2007,A,YR,NA
56,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LBY,_T,_T,_T,_Z,_Z,_Z,2007,A,RANK,NA
75.12,602,0,NA,A,PU,NA,NA,NA,NA,TRUE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LTU,_T,_T,_T,_Z,_Z,_Z,2017,A,YR,NA
60,602,0,NA,A,PU,NA,NA,NA,NA,TRUE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LTU,_T,_T,_T,_Z,_Z,_Z,2017,A,RANK,NA
73.97,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LTU,_T,_T,_T,_Z,_Z,_Z,2016,A,YR,NA
82,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LTU,_T,_T,_T,_Z,_Z,_Z,2016,A,RANK,NA
74.16,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LTU,_T,_T,_T,_Z,_Z,_Z,2015,A,YR,NA
72,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LTU,_T,_T,_T,_Z,_Z,_Z,2015,A,RANK,NA
73.86,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LTU,_T,_T,_T,_Z,_Z,_Z,2014,A,YR,NA
73,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LTU,_T,_T,_T,_Z,_Z,_Z,2014,A,RANK,NA
73.56,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LTU,_T,_T,_T,_Z,_Z,_Z,2013,A,YR,NA
74,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LTU,_T,_T,_T,_Z,_Z,_Z,2013,A,RANK,NA
73.27,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LTU,_T,_T,_T,_Z,_Z,_Z,2012,A,YR,NA
76,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LTU,_T,_T,_T,_Z,_Z,_Z,2012,A,RANK,NA
72.91,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LTU,_T,_T,_T,_Z,_Z,_Z,2011,A,YR,NA
75,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LTU,_T,_T,_T,_Z,_Z,_Z,2011,A,RANK,NA
71.82,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LTU,_T,_T,_T,_Z,_Z,_Z,2010,A,YR,NA
85,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LTU,_T,_T,_T,_Z,_Z,_Z,2010,A,RANK,NA
71,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LTU,_T,_T,_T,_Z,_Z,_Z,2009,A,YR,NA
80,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LTU,_T,_T,_T,_Z,_Z,_Z,2009,A,RANK,NA
71,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LTU,_T,_T,_T,_Z,_Z,_Z,2008,A,YR,NA
76,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LTU,_T,_T,_T,_Z,_Z,_Z,2008,A,RANK,NA
72,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LTU,_T,_T,_T,_Z,_Z,_Z,2007,A,YR,NA
56,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LTU,_T,_T,_T,_Z,_Z,_Z,2007,A,RANK,NA
82.23,602,0,NA,A,PU,NA,NA,NA,NA,TRUE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LUX,_T,_T,_T,_Z,_Z,_Z,2017,A,YR,NA
11,602,0,NA,A,PU,NA,NA,NA,NA,TRUE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LUX,_T,_T,_T,_Z,_Z,_Z,2017,A,RANK,NA
82.21,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LUX,_T,_T,_T,_Z,_Z,_Z,2016,A,YR,NA
9,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LUX,_T,_T,_T,_Z,_Z,_Z,2016,A,RANK,NA
81.8,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LUX,_T,_T,_T,_Z,_Z,_Z,2015,A,YR,NA
11,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LUX,_T,_T,_T,_Z,_Z,_Z,2015,A,RANK,NA
81.39,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LUX,_T,_T,_T,_Z,_Z,_Z,2014,A,YR,NA
14,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LUX,_T,_T,_T,_Z,_Z,_Z,2014,A,RANK,NA
80.99,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LUX,_T,_T,_T,_Z,_Z,_Z,2013,A,YR,NA
16,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LUX,_T,_T,_T,_Z,_Z,_Z,2013,A,RANK,NA
80.09,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LUX,_T,_T,_T,_Z,_Z,_Z,2012,A,YR,NA
22,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LUX,_T,_T,_T,_Z,_Z,_Z,2012,A,RANK,NA
80.09,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LUX,_T,_T,_T,_Z,_Z,_Z,2011,A,YR,NA
19,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LUX,_T,_T,_T,_Z,_Z,_Z,2011,A,RANK,NA
80.52,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LUX,_T,_T,_T,_Z,_Z,_Z,2010,A,YR,NA
14,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LUX,_T,_T,_T,_Z,_Z,_Z,2010,A,RANK,NA
80,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LUX,_T,_T,_T,_Z,_Z,_Z,2009,A,YR,NA
15,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LUX,_T,_T,_T,_Z,_Z,_Z,2009,A,RANK,NA
80,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LUX,_T,_T,_T,_Z,_Z,_Z,2008,A,YR,NA
12,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LUX,_T,_T,_T,_Z,_Z,_Z,2008,A,RANK,NA
79,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LUX,_T,_T,_T,_Z,_Z,_Z,2007,A,YR,NA
15,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,LUX,_T,_T,_T,_Z,_Z,_Z,2007,A,RANK,NA
75.34,602,0,NA,A,PU,NA,NA,NA,NA,TRUE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,MKD,_T,_T,_T,_Z,_Z,_Z,2016,A,YR,NA
61,602,0,NA,A,PU,NA,NA,NA,NA,TRUE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,MKD,_T,_T,_T,_Z,_Z,_Z,2016,A,RANK,NA
75.19,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,MKD,_T,_T,_T,_Z,_Z,_Z,2015,A,YR,NA
55,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,MKD,_T,_T,_T,_Z,_Z,_Z,2015,A,RANK,NA
75.03,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,MKD,_T,_T,_T,_Z,_Z,_Z,2014,A,YR,NA
58,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,MKD,_T,_T,_T,_Z,_Z,_Z,2014,A,RANK,NA
74.79,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,MKD,_T,_T,_T,_Z,_Z,_Z,2013,A,YR,NA
56,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,MKD,_T,_T,_T,_Z,_Z,_Z,2013,A,RANK,NA
74.62,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,MKD,_T,_T,_T,_Z,_Z,_Z,2012,A,YR,NA
55,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,MKD,_T,_T,_T,_Z,_Z,_Z,2012,A,RANK,NA
74.35,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,MKD,_T,_T,_T,_Z,_Z,_Z,2011,A,YR,NA
59,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,MKD,_T,_T,_T,_Z,_Z,_Z,2011,A,RANK,NA
74.21,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,MKD,_T,_T,_T,_Z,_Z,_Z,2010,A,YR,NA
58,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,MKD,_T,_T,_T,_Z,_Z,_Z,2010,A,RANK,NA
74,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,MKD,_T,_T,_T,_Z,_Z,_Z,2009,A,YR,NA
53,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,MKD,_T,_T,_T,_Z,_Z,_Z,2009,A,RANK,NA
73,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,MKD,_T,_T,_T,_Z,_Z,_Z,2008,A,YR,NA
55,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,MKD,_T,_T,_T,_Z,_Z,_Z,2008,A,RANK,NA
72,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,MKD,_T,_T,_T,_Z,_Z,_Z,2007,A,YR,NA
56,602,0,NA,A,PU,NA,NA,NA,NA,FALSE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,MKD,_T,_T,_T,_Z,_Z,_Z,2007,A,RANK,NA
65.48,602,0,NA,A,PU,NA,NA,NA,NA,TRUE,WEF_GCIHH,WEF_GCIHH_LIFEEXPECT,MDG,_T,_T,_T,_Z,_Z,_Z,2017,A,YR,NA
