country_code,country,year,health_expenditure_gdp,life_expectancy,gdp_per_capita,log_gdp_per_capita,region
ISL,Iceland,2010,7.22990476663486,81.58,43776.46774,10.686851685775286,Europe & Central Asia
ISL,Iceland,2011,7.03833076487321,81.46,48254.953927,10.784253773558891,Europe & Central Asia
ISL,Iceland,2012,7.10831306146206,81.45,46594.986915,10.749248237395594,Europe & Central Asia
ISL,Iceland,2013,7.08508174259045,82.36,50173.336006,10.823239009307931,Europe & Central Asia
ISL,Iceland,2014,7.2315444244929,82.92,55140.364936,10.917637302909167,Europe & Central Asia
ISL,Iceland,2015,7.13632000065556,83.12,53505.696408,10.887543402131934,Europe & Central Asia
ISL,Iceland,2016,7.29916449450912,82.06,62854.090641,11.048571297676062,Europe & Central Asia
ISL,Iceland,2017,7.53953694555075,82.86,72976.372999,11.197891010194176,Europe & Central Asia
ISR,Israel,2007,4.67449492329768,80,25688.90161,10.15381433364298,Middle East & North Africa
ISR,Israel,2008,4.76475198091466,81,30231.019101,10.316623798783183,Middle East & North Africa
ISR,Israel,2009,4.82444377967073,81,28469.681735,10.25659500124929,Middle East & North Africa
ISR,Israel,2010,4.90252650519099,81,31398.926693,10.354528989560544,Middle East & North Africa
ISR,Israel,2011,4.85368044532462,81.55,34476.725207,10.44803974367194,Middle East & North Africa
ISR,Israel,2012,4.90841299613736,81.5,33268.706667,10.4123724944066,Middle East & North Africa
ISR,Israel,2013,4.97339785805816,81.76,36980.622214,10.518149330489129,Middle East & North Africa
ISR,Israel,2014,5.05902917083637,81.7,38265.365195,10.552300463037495,Middle East & North Africa
ISR,Israel,2015,5.02559251564716,82.06,36138.135614,10.495103974935054,Middle East & North Africa
ISR,Israel,2016,5.11571158913211,82.15,37571.25612,10.533994572132077,Middle East & North Africa
ISR,Israel,2017,5.1898314203605604,82.05,41013.257532,10.62165064785769,Middle East & North Africa
ITA,Italy,2007,6.65191272937152,81,37826.175455,10.540756614313825,Europe & Central Asia
ITA,Italy,2008,6.98386219534008,81,40828.579558,10.617137594533837,Europe & Central Asia
ITA,Italy,2009,7.38851138937497,82,37099.613396,10.52136182794824,Europe & Central Asia
ITA,Italy,2010,7.35581701220809,81.95,35856.862549,10.487290251669489,Europe & Central Asia
ITA,Italy,2011,7.07521953562348,81.44,38432.374282,10.556655463643695,Europe & Central Asia
ITA,Italy,2012,7.0749629952618,81.74,34854.394944,10.458934518538726,Europe & Central Asia
ITA,Italy,2013,7.0806569203497,82.09,35701.6746,10.48295287423063,Europe & Central Asia
ITA,Italy,2014,7.08784494620908,82.94,36028.349402,10.492061390924777,Europe & Central Asia
ITA,Italy,2015,6.99828471350868,82.29,30639.882975,10.330057804493448,Europe & Central Asia
ITA,Italy,2016,6.87395299075113,82.69,31391.56929,10.354294641896349,Europe & Central Asia
ITA,Italy,2017,6.78638046333206,83.49,32844.115661,10.39952788034848,Europe & Central Asia
JPN,Japan,2007,6.0776584853519,82,36129.953513,10.494877537481573,East Asia & Pacific
JPN,Japan,2008,6.30460392274846,83,40294.208131,10.603963018772486,East Asia & Pacific
JPN,Japan,2009,7.03564322347993,83,41678.178306,10.63773296880222,East Asia & Pacific
JPN,Japan,2010,7.13088386736629,82.59,45378.137811,10.722785722035708,East Asia & Pacific
JPN,Japan,2011,7.48462656473327,82.93,49122.077634,10.802063859035648,East Asia & Pacific
JPN,Japan,2012,7.59533051227775,82.93,49626.683033,10.81228393243706,East Asia & Pacific
JPN,Japan,2013,7.63120782637174,82.59,41369.194848,10.630291797047066,East Asia & Pacific
JPN,Japan,2014,7.62387312067918,83.1,39172.847116,10.575739110155718,East Asia & Pacific
JPN,Japan,2015,7.59615963648286,83.33,35664.644611,10.481915130019283,East Asia & Pacific
JPN,Japan,2016,7.49042094214062,83.59,40214.968863,10.601994565074536,East Asia & Pacific
JPN,Japan,2017,7.52475712970982,83.84,39679.863526,10.588599122027976,East Asia & Pacific
KAZ,Kazakhstan,2010,2.52701704039876,66.44,8793.0759,9.081719861208006,Europe & Central Asia
KAZ,Kazakhstan,2011,2.21757183083909,68.43,11287.146493,9.331419878785196,Europe & Central Asia
KAZ,Kazakhstan,2012,2.35635150262791,68.3,12018.796653,9.394227091014423,Europe & Central Asia
KAZ,Kazakhstan,2013,2.20864950029515,68.89,13478.459628,9.508848107016998,Europe & Central Asia
KAZ,Kazakhstan,2014,2.15804332235116,69.61,12427.709458,9.427683892222287,Europe & Central Asia
KAZ,Kazakhstan,2015,2.11304266767741,70.45,10196.122626,9.2297627922969685,Europe & Central Asia
KAZ,Kazakhstan,2016,3.77539312571547,71.62,7475.566887,8.919395233109105,Europe & Central Asia
KAZ,Kazakhstan,2017,2.55176563896889,72,8943.084168,9.098635793908736,Europe & Central Asia
KGZ,Kyrgyz Republic,2014,3.73766515096308,70,1264.526688,7.142453171462626,Europe & Central Asia
KGZ,Kyrgyz Republic,2015,3.53548774952415,70.2,1105.651938,7.008190429116958,Europe & Central Asia
KGZ,Kyrgyz Republic,2016,3.37290523904376,70.4,1103.274894,7.0060382121371,Europe & Central Asia
KGZ,Kyrgyz Republic,2017,3.33303485925848,70.65,1221.390468,7.107745216599421,Europe & Central Asia
KOR,"Korea, Rep.",2009,0.398392651996046,79,19937.302914,9.90034777428712,East Asia & Pacific
KOR,"Korea, Rep.",2010,0.362605817728748,79.83,24071.262053,10.088773962015788,East Asia & Pacific
LTU,Lithuania,2007,4.57875379593469,72,12295.121278,9.416957818611404,Europe & Central Asia
LTU,Lithuania,2008,4.9585609308022,71,14955.534546,9.612836714056153,Europe & Central Asia
LTU,Lithuania,2009,5.5318045439843,71,11854.371105,9.380451948167858,Europe & Central Asia
LTU,Lithuania,2010,5.38162724415797,71.82,11829.122609,9.37831978761164,Europe & Central Asia
LTU,Lithuania,2011,5.18022684020283,72.91,14261.843379,9.565342954828328,Europe & Central Asia
LTU,Lithuania,2012,4.6657487833057,73.27,14288.185349,9.567188275386563,Europe & Central Asia
LTU,Lithuania,2013,4.5187844610098296,73.56,15636.525259,9.657364819275196,Europe & Central Asia
LTU,Lithuania,2014,4.432632280456,73.86,16446.164718,9.707847581168387,Europe & Central Asia
LTU,Lithuania,2015,4.71206348854425,74.16,14269.803988,9.565900974427,Europe & Central Asia
LTU,Lithuania,2016,4.75416960852162,73.97,14934.270284,9.611413869998898,Europe & Central Asia
LTU,Lithuania,2017,4.57972229687004,75.12,16800.151025,9.729143154934278,Europe & Central Asia
LUX,Luxembourg,2007,4.70037909882339,79,107475.320298,11.585016521569392,Europe & Central Asia
LUX,Luxembourg,2008,4.73703311205311,80,120422.137934,11.698758664838584,Europe & Central Asia
LUX,Luxembourg,2009,5.28132402236067,80,109419.746953,11.60294665499405,Europe & Central Asia
LUX,Luxembourg,2010,4.9755157100845,80.52,110885.991379,11.616257847767294,Europe & Central Asia
LUX,Luxembourg,2011,4.92361371194448,80.09,119025.057203,11.687089314659117,Europe & Central Asia
LUX,Luxembourg,2012,5.03480182176532,80.09,112584.676271,11.631460895471054,Europe & Central Asia
LUX,Luxembourg,2013,5.21274727871203,80.99,120000.14073,11.695248194513496,Europe & Central Asia
LUX,Luxembourg,2014,5.06239078764194,81.39,123678.706919,11.725442408713231,Europe & Central Asia
LUX,Luxembourg,2015,4.90853765526158,81.8,105462.012584,11.566106096763546,Europe & Central Asia
LUX,Luxembourg,2016,4.76746411994001,82.21,106899.29355,11.579642488478672,Europe & Central Asia
LUX,Luxembourg,2017,4.98880671425231,82.23,110193.213797,11.609990593015302,Europe & Central Asia
LVA,Latvia,2007,4.01133087548056,71,13370.978945,9.500841886936888,Europe & Central Asia
LVA,Latvia,2008,4.30205855137511,71,15677.608086,9.659988736732432,Europe & Central Asia
LVA,Latvia,2009,4.51119820810957,71,11996.032273,9.39233123017872,Europe & Central Asia
LVA,Latvia,2010,4.0627365942752,72.24,11188.41917,9.322634519655054,Europe & Central Asia
LVA,Latvia,2011,4.25140549341693,73.08,12902.574053,9.465182109436755,Europe & Central Asia
LVA,Latvia,2012,3.89000783883971,73.48,13329.349993,9.497723649268137,Europe & Central Asia
LVA,Latvia,2013,3.6708806584838,73.58,14484.471528,9.580832425450904,Europe & Central Asia
LVA,Latvia,2014,3.8021609412941,73.78,15185.814581,9.628117019834288,Europe & Central Asia
LVA,Latvia,2015,3.72458608407918,73.98,13321.975314,9.497170229946336,Europe & Central Asia
LVA,Latvia,2016,3.68627982015892,74.19,13838.526682,9.535211769892356,Europe & Central Asia
LVA,Latvia,2017,3.50945305361289,74.12,15132.495833,9.624599752398218,Europe & Central Asia
MDA,Moldova,2010,4.63446248487235,68.44,2436.799351,7.798440715807966,Europe & Central Asia
MDA,Moldova,2011,4.31252269183755,68.62,2941.362241,7.986628100299436,Europe & Central Asia
MDA,Moldova,2012,4.50302590090387,68.9,3044.808432,8.021193265849664,Europe & Central Asia
MDA,Moldova,2013,4.37277208231819,69.21,3321.043978,8.108034463685936,Europe & Central Asia
MDA,Moldova,2014,4.41281681166171,68.69,3289.957586,8.098629951883005,Europe & Central Asia
MDA,Moldova,2015,4.42932326920184,68.81,2749.551371,7.919193039534014,Europe & Central Asia
MDA,Moldova,2016,4.0453425695407,71.46,2847.087948,7.954051978265606,Europe & Central Asia
MDA,Moldova,2017,4.12977205438868,71.63,3453.267277,8.147076098680563,Europe & Central Asia
MLT,Malta,2007,5.46227198781628,79,19444.174364,9.87530278562154,Middle East & North Africa
MLT,Malta,2008,5.17442755435828,79,22405.642627,10.017068109111973,Middle East & North Africa
MLT,Malta,2009,5.00962196033526,80,21261.54287,9.96465522075852,Middle East & North Africa
MLT,Malta,2010,5.05269677494571,79.64,21946.607307,9.996367841955612,Middle East & North Africa
MLT,Malta,2011,5.26649414173587,79.9,23516.972446,10.065477671193094,Middle East & North Africa
MLT,Malta,2012,5.2812353766963,80.95,22878.309586,10.037944561033576,Middle East & North Africa
MLT,Malta,2013,5.34697517651979,82,25415.552539,10.14311657030964,Middle East & North Africa
MLT,Malta,2014,5.40976700005588,80.75,27424.569362,10.219194582631816,Middle East & North Africa
MLT,Malta,2015,5.27174359676757,80.75,25529.669321,10.147596557586036,Middle East & North Africa
MLT,Malta,2016,5.13788279042368,81.75,26459.064429,10.183354079107332,Middle East & North Africa
MLT,Malta,2017,4.86387676795073,81.95,30317.261177,10.319472505102375,Middle East & North Africa
MMR,Myanmar,2013,0.888261634485145,65.15,1199.095616,7.0893228983033145,East Asia & Pacific
MMR,Myanmar,2014,1.07338663269089,64.93,1293.000423,7.164720705917976,East Asia & Pacific
MMR,Myanmar,2015,1.08988559082745,65.1,1166.733055,7.061962861476122,East Asia & Pacific
MNG,Mongolia,2010,2.53684989454767,66.57,2625.218814,7.872919529265949,East Asia & Pacific
MNG,Mongolia,2011,2.49612652445334,66.92,3736.042015,8.225782045270508,East Asia & Pacific
MNG,Mongolia,2012,2.61132950800464,68.19,4328.890019,8.373066441482846,East Asia & Pacific
MNG,Mongolia,2016,2.01970817183445,69.46,3619.900264,8.194201753059055,East Asia & Pacific
MNG,Mongolia,2017,1.95939768083337,69.82,3645.967087,8.20137692804482,East Asia & Pacific
MUS,Mauritius,2007,1.76684693442775,72,6677.375386,8.806480283035366,Sub-Saharan Africa
MUS,Mauritius,2008,1.69785444657289,73,8140.479836,9.004604405170774,Sub-Saharan Africa
MUS,Mauritius,2009,2.07089157390559,73,7426.861373,8.912858622219751,Sub-Saharan Africa
MUS,Mauritius,2010,2.60218271742545,72.57,8113.176707,9.001244772880167,Sub-Saharan Africa
MUS,Mauritius,2011,2.30382750516312,72.64,9324.242323,9.140372988985677,Sub-Saharan Africa
MUS,Mauritius,2012,2.27923329020506,72.97,9421.525141,9.150752259030035,Sub-Saharan Africa
MUS,Mauritius,2013,2.39919424712051,73.27,9877.13866,9.197978139485295,Sub-Saharan Africa
MUS,Mauritius,2014,2.45574508368906,73.57,10490.331556,9.258209307754536,Sub-Saharan Africa
MUS,Mauritius,2015,1.10439591766919,74.46,9630.543784,9.172694970903018,Sub-Saharan Africa
MUS,Mauritius,2016,2.25235512264868,74.19,10095.122557,9.219807671039762,Sub-Saharan Africa
MUS,Mauritius,2017,2.4381435559287,74.35,10986.703409,9.304441039615485,Sub-Saharan Africa
NLD,Netherlands,2007,6.71802574414135,79,52100.799629,10.86093557558913,Europe & Central Asia
NLD,Netherlands,2008,6.5507000948705,80,58246.702691,10.972442763662668,Europe & Central Asia
NLD,Netherlands,2009,7.41467442969583,80,53172.026158,10.88128771293802,Europe & Central Asia
NLD,Netherlands,2010,7.75578977670072,80.4,51305.733853,10.845557795926592,Europe & Central Asia
NLD,Netherlands,2011,7.88057057717353,80.55,54701.772803,10.909651397446137,Europe & Central Asia
NLD,Netherlands,2012,8.12951976060009,80.7,50473.9442,10.829212525676484,Europe & Central Asia
NLD,Netherlands,2013,8.03269827378672,81.2,52602.286052,10.870514858846036,Europe & Central Asia
NLD,Netherlands,2014,7.96265411876824,81.1,53457.223486,10.88663705205536,Europe & Central Asia
NLD,Netherlands,2015,7.71976556793544,81.1,45793.813543,10.731904285498413,Europe & Central Asia
NLD,Netherlands,2016,7.24965659001295,81.3,46808.529149,10.753820712074315,Europe & Central Asia
NLD,Netherlands,2017,7.28744719879265,81.71,49513.681735,10.810004309052571,Europe & Central Asia
NOR,Norway,2007,6.84741887674383,80,86600.238761,11.369057851602154,Europe & Central Asia
NOR,Norway,2008,6.53451420852493,80,99001.530068,11.50289058422962,Europe & Central Asia
NOR,Norway,2009,7.43288552091394,81,81939.726548,11.313739213872935,Europe & Central Asia
NOR,Norway,2010,7.31245041455067,80.74,90020.342258,11.40779094886147,Europe & Central Asia
NOR,Norway,2011,7.09775940957939,80.8,103545.218988,11.547763694710012,Europe & Central Asia
NOR,Norway,2012,7.08817019171106,81,104627.936947,11.558165878575805,Europe & Central Asia
NOR,Norway,2013,7.3234455164246,81.3,106333.138369,11.574332259576815,Europe & Central Asia
NOR,Norway,2014,7.6808389712494,81.45,100410.020201,11.517017284058603,Europe & Central Asia
NOR,Norway,2015,8.18578338710548,81.45,77220.952431,11.254426103735948,Europe & Central Asia
NOR,Norway,2016,8.56248405425485,81.75,73222.400686,11.201256673435289,Europe & Central Asia
NOR,Norway,2017,8.34012668280219,82.1,78771.215126,11.274302918832037,Europe & Central Asia
NZL,New Zealand,2009,7.00259022801303,81,28276.725542,10.24979432624868,East Asia & Pacific
NZL,New Zealand,2010,6.8380878186266,80.15,33761.900964,10.427088255300005,East Asia & Pacific
NZL,New Zealand,2011,6.70826007213168,80.3,38425.829998,10.556485168641954,East Asia & Pacific
NZL,New Zealand,2012,6.96034101907465,80.7,40041.752482,10.597678000753072,East Asia & Pacific
NZL,New Zealand,2013,6.94773118897186,80.9,42984.95718,10.668605500446596,East Asia & Pacific
NZL,New Zealand,2014,6.78994404595869,81.16,44599.899273,10.70548687955269,East Asia & Pacific
NZL,New Zealand,2015,6.67173088004451,81.41,38648.730256,10.562269201108515,East Asia & Pacific
NZL,New Zealand,2016,6.52150146592383,81.4,40088.320547,10.598840312691207,East Asia & Pacific
NZL,New Zealand,2017,6.23738733547749,81.46,42912.1537,10.666910367823686,East Asia & Pacific
POL,Poland,2007,4.48460098924799,75,11272.529368,9.330124015570178,Europe & Central Asia
POL,Poland,2008,4.9619204169852,75,14048.560467,9.550275211647955,Europe & Central Asia
POL,Poland,2009,5.00348208067713,75,11556.302687,9.354986254302975,Europe & Central Asia
POL,Poland,2010,5.01265957983037,75.53,12567.731768,9.43888783725067,Europe & Central Asia
POL,Poland,2011,4.70913225244857,75.7,13867.666941,9.537315290147898,Europe & Central Asia
POL,Poland,2012,4.65673701511596,76.25,13087.420943,9.479406814511073,Europe & Central Asia
POL,Poland,2013,4.71172167059479,76.75,13621.902379,9.51943424535362,Europe & Central Asia
POL,Poland,2014,4.69127000680896,76.8,14262.284191,9.565373862837625,Europe & Central Asia
POL,Poland,2015,4.67513119202505,76.85,12637.522032,9.444425606709997,Europe & Central Asia
POL,Poland,2016,4.65128637421582,77.25,12464.012104,9.430600739226874,Europe & Central Asia
POL,Poland,2017,4.69939676032911,78.2,13913.341519,9.540603480295443,Europe & Central Asia
PRT,Portugal,2007,7.11958339079366,78,22811.056484,10.03500063090905,Europe & Central Asia
PRT,Portugal,2008,7.30170382595917,79,24949.041357,10.124590677876368,Europe & Central Asia
PRT,Portugal,2009,8.03183966835484,79,23151.215413,10.049802559777683,Europe & Central Asia
PRT,Portugal,2010,7.47823683208359,79.25,22551.935099,10.023576154951922,Europe & Central Asia
PRT,Portugal,2011,6.95577474130617,78.73,23246.542542,10.053911692086425,Europe & Central Asia
PRT,Portugal,2012,6.62498247131832,79.03,20593.427422,9.932727246683632,Europe & Central Asia
PRT,Portugal,2013,6.49498247134915,80.72,21676.485964,9.983983355884776,Europe & Central Asia
PRT,Portugal,2014,6.29156903319605,80.37,22120.685013,10.004268423194748,Europe & Central Asia
PRT,Portugal,2015,6.15806740962823,80.37,19215.781301,9.863487163166324,Europe & Central Asia
PRT,Portugal,2016,6.1063859792868,80.72,19980.280887,9.902501110512134,Europe & Central Asia
PRT,Portugal,2017,6.24691409058874,81.52,21442.384277,9.97312481595133,Europe & Central Asia
ROU,Romania,2007,3.64435620101054,72,8360.337759,9.031254107056876,Europe & Central Asia
ROU,Romania,2008,3.64926590477898,73,10435.156123,9.252935780875182,Europe & Central Asia
ROU,Romania,2009,4.03400374914484,73,8548.454341,9.053505766757937,Europe & Central Asia
ROU,Romania,2010,4.05734354697251,73.37,8399.537423,9.035931914624593,Europe & Central Asia
ROU,Romania,2011,3.95653430421798,73.31,9560.675528,9.165413665473697,Europe & Central Asia
ROU,Romania,2012,3.67623541955357,73.46,8929.953662,9.097166484831323,Europe & Central Asia
ROU,Romania,2013,4.04885728042097,74.51,9497.674116,9.158802217718163,Europe & Central Asia
ROU,Romania,2014,3.99737529983118,74.56,10031.771076,9.213512443234343,Europe & Central Asia
ROU,Romania,2015,4.2014130784418,74.46,8977.017482,9.10242297717598,Europe & Central Asia
ROU,Romania,2016,4.10647873121767,75.06,9404.540059,9.148947836658383,Europe & Central Asia
ROU,Romania,2017,4.35565311605638,74.96,10727.982201,9.280610765843807,Europe & Central Asia
RUS,Russian Federation,2008,3.87619860752602,66,11635.28418,9.361797500019122,Europe & Central Asia
RUS,Russian Federation,2009,4.72220405116286,66,8562.824219,9.05518534684632,Europe & Central Asia
RUS,Russian Federation,2010,4.18963985180268,67.84,10674.990234,9.275658923248631,Europe & Central Asia
RUS,Russian Federation,2011,3.6795088718184,68.86,14305.332031,9.568387616050217,Europe & Central Asia
RUS,Russian Federation,2012,3.19881004559975,68.8,15401.851563,9.642243012538144,Europe & Central Asia
RUS,Russian Federation,2013,3.13198334561451,69,15941.448242,9.676677804051444,Europe & Central Asia
RUS,Russian Federation,2014,3.1438881277868,70.46,14055.472656,9.550767111804005,Europe & Central Asia
RUS,Russian Federation,2015,2.72661928403367,71.07,9277.713867,9.135370444892176,Europe & Central Asia
RUS,Russian Federation,2016,3.62430498456341,70.37,8663.158203,9.066834623641896,Europe & Central Asia
RUS,Russian Federation,2017,3.02233740796837,70.91,10658.913086,9.27415173060767,Europe & Central Asia
SGP,Singapore,2007,0.817755638480133,80,39432.88602,10.58235541770064,East Asia & Pacific
SGP,Singapore,2008,1.00459367982081,80,40008.572049,10.596849011361844,East Asia & Pacific
SGP,Singapore,2009,1.30562032900782,81,38926.805437,10.569438378080005,East Asia & Pacific
SGP,Singapore,2010,1.16242548093905,80.74,47236.683085,10.76292605372678,East Asia & Pacific
SGP,Singapore,2011,1.14000169053576,81.29,53891.457026,10.89472724760046,East Asia & Pacific
SGP,Singapore,2012,1.28247785546837,81.64,55547.555308,10.924994785242472,East Asia & Pacific
SGP,Singapore,2013,1.51331500508093,81.89,56967.425794,10.950234906163052,East Asia & Pacific
SGP,Singapore,2014,1.77338945762091,82.14,57564.802311,10.960666588914428,East Asia & Pacific
SGP,Singapore,2015,2.1104556658128,82.35,55645.606861,10.926758411287494,East Asia & Pacific
SGP,Singapore,2016,2.22691802432554,82.65,57204.034011,10.954379699548976,East Asia & Pacific
SGP,Singapore,2017,2.1510829674498,82.6,61436.13255,11.025753419062978,East Asia & Pacific
SLV,El Salvador,2007,3.22424206798242,71,2830.656938,7.94826409726736,Latin America & Caribbean
SLV,El Salvador,2008,3.82167446494334,71,2983.248296,8.000768018060462,Latin America & Caribbean
SLV,El Salvador,2009,4.21836171897814,72,2910.186518,7.975972453644153,Latin America & Caribbean
SLV,El Salvador,2010,3.5835998944055,71.26,3040.07301,8.019636810559245,Latin America & Caribbean
SLV,El Salvador,2011,4.32364957436455,71.46,3330.600495,8.11090789554603,Latin America & Caribbean
SLV,El Salvador,2012,3.26114581823011,71.73,3497.912569,8.159921660697853,Latin America & Caribbean
SLV,El Salvador,2013,3.24724341274778,71.95,3582.26694,8.18375110245705,Latin America & Caribbean
SLV,El Salvador,2014,2.35112180643345,72.1,3666.012489,8.206859835104158,Latin America & Caribbean
SLV,El Salvador,2015,3.87358436469633,72.34,3790.340891,8.240211238886557,Latin America & Caribbean
SLV,El Salvador,2016,3.81044188394067,72.75,3901.34015,8.269075401296217,Latin America & Caribbean
SLV,El Salvador,2017,3.81877875143269,73,4020.126714,8.299068702011816,Latin America & Caribbean
SRB,Serbia,2007,6.12574502312368,73,6081.087657,8.712938849915082,Europe & Central Asia
SRB,Serbia,2008,5.87961668997867,73,7376.735179,8.906086432042848,Europe & Central Asia
SRB,Serbia,2009,5.9752065398145,73,6414.044846,8.766245372121391,Europe & Central Asia
SRB,Serbia,2010,5.76806340453629,73.64,5970.926609,8.694657405230457,Europe & Central Asia
SRB,Serbia,2011,5.55506653357202,73.69,7082.286167,8.865352039508688,Europe & Central Asia
SRB,Serbia,2012,5.64626590057857,73.94,6263.040861,8.742421106693817,Europe & Central Asia
SVK,Slovak Republic,2007,6.18761527659258,74,14330.206494,9.570124930627678,Europe & Central Asia
SVK,Slovak Republic,2008,6.82498450951662,74,17973.843644,9.796672849170802,Europe & Central Asia
SVK,Slovak Republic,2009,7.40368575592008,75,16586.752781,9.71635963051202,Europe & Central Asia
SVK,Slovak Republic,2010,7.31828546498946,74.81,16899.448681,9.735036277953007,Europe & Central Asia
SVK,Slovak Republic,2011,6.95093458594875,74.91,18469.435432,9.82387250596921,Europe & Central Asia
SVK,Slovak Republic,2012,6.93426133617201,75.11,17516.969105,9.770925353234844,Europe & Central Asia
SVK,Slovak Republic,2013,6.97833481893552,75.96,18312.780515,9.815354483867356,Europe & Central Asia
SVK,Slovak Republic,2014,7.12161808194922,76.11,18770.92899,9.840064621696236,Europe & Central Asia
SVK,Slovak Republic,2015,7.11191234816121,76.26,16442.076086,9.7075989432406,Europe & Central Asia
SVK,Slovak Republic,2016,7.45459310996589,76.71,16636.076913,9.719328924138964,Europe & Central Asia
SVK,Slovak Republic,2017,5.47714297187427,77.21,17645.529872,9.778237765241943,Europe & Central Asia
SVN,Slovenia,2007,5.94648351742713,77,23725.1596,10.07429135053664,Europe & Central Asia
SVN,Slovenia,2008,6.20147527562059,78,27461.976417,10.220557651131056,Europe & Central Asia
SVN,Slovenia,2009,7.01562923000924,78,24501.789729,10.10650144402805,Europe & Central Asia
SVN,Slovenia,2010,6.91613500948661,78.97,23329.841769,10.057488582695004,Europe & Central Asia
SVN,Slovenia,2011,7.03491090799354,78.97,24940.628484,10.124253418756131,Europe & Central Asia
SVN,Slovenia,2012,6.98835351871229,79.42,22442.141786,10.01869580009096,Europe & Central Asia
SVN,Slovenia,2013,6.86112321142689,79.97,23236.965532,10.053499631528505,Europe & Central Asia
SVN,Slovenia,2014,6.54799320649622,80.12,24013.068206,10.08635346972241,Europe & Central Asia
SVN,Slovenia,2015,6.73313953639408,80.28,20697.274853,9.937757320973365,Europe & Central Asia
SVN,Slovenia,2016,6.77143042795877,80.52,21447.83778,9.973379116478016,Europe & Central Asia
SVN,Slovenia,2017,6.61944845221757,81.08,23303.077706,10.056340721216891,Europe & Central Asia
SWE,Sweden,2007,6.51528266676248,81,53568.305779,10.888712862072849,Europe & Central Asia
SWE,Sweden,2008,6.74485515298407,81,55817.175973,10.92983691414086,Europe & Central Asia
SWE,Sweden,2009,7.16432556764118,81,46707.642504,10.751663081316869,Europe & Central Asia
SWE,Sweden,2010,6.87557000065605,81.24,52542.575909,10.869379089616706,Europe & Central Asia
SWE,Sweden,2011,6.90740613279674,81.35,60379.48146,11.008404615280924,Europe & Central Asia
SWE,Sweden,2012,7.02913562904348,81.45,57749.561542,10.963871036008898,Europe & Central Asia
SWE,Sweden,2013,7.10087847707513,81.8,60843.98888,11.016068307669142,Europe & Central Asia
SWE,Sweden,2014,7.12539322645126,81.7,59583.458449,10.995133271729296,Europe & Central Asia
SWE,Sweden,2015,7.0321581286207,81.7,51188.165212,10.843263636105611,Europe & Central Asia
SWE,Sweden,2016,7.0285450034206,81.96,51703.508833,10.853280927303768,Europe & Central Asia
SWE,Sweden,2017,7.06178414704902,82.55,53210.223332,10.882005824762588,Europe & Central Asia
THA,Thailand,2013,1.06274891854373,74.09,6018.082447,8.702523957162613,East Asia & Pacific
THA,Thailand,2014,1.05870777657139,74.19,5801.197892,8.665819708312934,East Asia & Pacific
THA,Thailand,2015,1.13507727470737,74.37,5688.853354,8.646263987304684,East Asia & Pacific
THA,Thailand,2016,1.14604106596667,74.42,5833.577156,8.671385668541404,East Asia & Pacific
THA,Thailand,2017,1.19306629227261,74.6,6413.091825,8.766096777618005,East Asia & Pacific
TLS,Timor-Leste,2012,4.59430834147288,62,1022.619032,6.930122293855459,East Asia & Pacific
TUR,Turkiye,2008,5.20002044671467,73,10913.407905,9.297747395312474,Europe & Central Asia
TUR,Turkiye,2009,6.83396483785616,73,9076.924722,9.113490727223535,Europe & Central Asia
TUR,Turkiye,2010,6.35341073151298,71.89,10698.969941,9.277902748619752,Europe & Central Asia
TUR,Turkiye,2011,5.58681310766133,72.05,11373.635576,9.339053287262011,Europe & Central Asia
TUR,Turkiye,2012,5.16964275374699,73.7,11776.759336,9.373883320547414,Europe & Central Asia
TUR,Turkiye,2013,5.2108272095256,73.94,12635.557002,9.444270102902856,Europe & Central Asia
TUR,Turkiye,2014,5.08668575793106,74.86,12209.386233,9.409960298273726,Europe & Central Asia
TUR,Turkiye,2015,5.18751614169203,75.18,11064.64945,9.311510571007249,Europe & Central Asia
TUR,Turkiye,2016,5.30482851830588,75.16,10984.364317,9.304228114869357,Europe & Central Asia
TUR,Turkiye,2017,5.25323443168428,75.43,10756.387768,9.283255068059116,Europe & Central Asia
UKR,Ukraine,2007,3.90063469760281,67,3160.327637,8.058430983801225,Europe & Central Asia
UKR,Ukraine,2008,3.64555952573447,67,4017.806641,8.298491421021302,Europe & Central Asia
UKR,Ukraine,2009,4.15849945767079,68,2607.087646,7.865989032854379,Europe & Central Asia
UKR,Ukraine,2010,4.27287172046776,68.25,3039.632324,8.019491841033073,Europe & Central Asia
UKR,Ukraine,2011,3.8298203602948,69.19,3656.697998,8.204315832841578,Europe & Central Asia
UKR,Ukraine,2012,4.26459187182176,70.28,3951.342285,8.281810619157115,Europe & Central Asia
UKR,Ukraine,2013,4.33868124997441,70.81,4129.896973,8.32600773963908,Europe & Central Asia
UKR,Ukraine,2014,3.69046861363085,70.94,3054.908203,8.024504823036402,Europe & Central Asia
UKR,Ukraine,2015,3.59067237134305,71.16,2094.473877,7.647057668120245,Europe & Central Asia
UKR,Ukraine,2016,3.18519120957069,71.19,2158.461182,7.677150831048786,Europe & Central Asia
UKR,Ukraine,2017,3.4326264197497798,71.19,2604.287598,7.864914441930353,Europe & Central Asia
USA,United States,2007,7.68862635369708,78,48050.227412,10.780002147207218,North America
USA,United States,2008,7.98332413667031,78,48570.059427,10.790762558872087,North America
