country_code,country,year,life_expectancy,health_expenditure_gdp
CHN,China,2016,75.78,1.80499622337609
CHN,China,2017,75.99,1.64509425195463
CHN,China,2017,75.99,1.84414328791641
CHN,China,2017,75.99,1.52416520037497
CHN,China,2017,75.99,0.0130916118488874
CHN,China,2017,75.99,3.1692594523296
CHN,China,2017,75.99,0.0130916118488874
CRI,Costa Rica,2007,77,4.55898616384419
CRI,Costa Rica,2007,77,0.105118758673603
CRI,Costa Rica,2007,77,0.367195663859845
CRI,Costa Rica,2008,78,5.04964810318508
CRI,Costa Rica,2008,78,0.172291944581171
CRI,Costa Rica,2008,78,0.564067930896949
CRI,Costa Rica,2009,79,5.5255380423239
CRI,Costa Rica,2009,79,0.63089722035916
CRI,Costa Rica,2009,79,0.163749376915299
CRI,Costa Rica,2010,78.92,0.135474740912925
CRI,Costa Rica,2010,78.92,0.638233510549176
CRI,Costa Rica,2011,79.04,0.155250389815544
CRI,Costa Rica,2011,79.04,0.613212331993277
CRI,Costa Rica,2012,79.19,5.50132881845407
CRI,Costa Rica,2012,79.19,0.996569854633347
CRI,Costa Rica,2012,79.19,0.171562592452107
CRI,Costa Rica,2013,79.32,0.161831252151704
CRI,Costa Rica,2013,79.32,5.51915526723674
CRI,Costa Rica,2013,79.32,0.863097010745171
CRI,Costa Rica,2013,79.32,6.38979264409481
CRI,Costa Rica,2013,79.32,0.870617740487979
CRI,Costa Rica,2014,79.71,0.876431480008
CRI,Costa Rica,2014,79.71,0.916464164567307
CRI,Costa Rica,2014,79.71,5.79760004367279
CRI,Costa Rica,2014,79.71,0.1403132636226
CRI,Costa Rica,2014,79.71,4.88113587910548
CRI,Costa Rica,2015,79.92,0.146166807465461
CRI,Costa Rica,2015,79.92,6.24894630233124
CRI,Costa Rica,2015,79.92,0.960736812884738
CRI,Costa Rica,2015,79.92,0.915167146063753
CRI,Costa Rica,2015,79.92,5.28820948944649
CRI,Costa Rica,2016,79.4,6.34557259266836
CRI,Costa Rica,2016,79.4,0.155023961299799
CRI,Costa Rica,2016,79.4,5.39598761395494
CRI,Costa Rica,2016,79.4,0.869999509434782
CRI,Costa Rica,2016,79.4,0.949584978713412
CRI,Costa Rica,2017,79.59,6.21020612439835
CRI,Costa Rica,2017,79.59,0.863891661159462
CRI,Costa Rica,2017,79.59,0.947790418553463
CRI,Costa Rica,2017,79.59,5.26241570584487
CRI,Costa Rica,2017,79.59,0.178897470312802
CIV,Cote d'Ivoire,2014,50.4,0.946327694833001
HRV,Croatia,2007,75,6.38357091698819
HRV,Croatia,2007,75,2.23388397292239
HRV,Croatia,2007,75,2.14161680105353
HRV,Croatia,2007,75,2.00807245338817
HRV,Croatia,2008,76,2.06445589182228
HRV,Croatia,2008,76,5.87800386349002
HRV,Croatia,2008,76,1.81958789439794
HRV,Croatia,2008,76,1.9939600772698
HRV,Croatia,2009,76,2.08670485175202
HRV,Croatia,2009,76,2.13241689128482
HRV,Croatia,2009,76,2.19979335130279
HRV,Croatia,2009,76,6.41891509433962
HRV,Croatia,2010,75.91,2.39797440403767
HRV,Croatia,2010,75.91,1.98975936190347
HRV,Croatia,2010,75.91,6.50416610337524
HRV,Croatia,2010,75.91,2.11643233743409
HRV,Croatia,2011,76.14,2.12744993679729
HRV,Croatia,2011,76.14,1.99563346860932
HRV,Croatia,2011,76.14,2.22463353513849
HRV,Croatia,2011,76.14,6.3477169405451
HRV,Croatia,2012,76.48,6.54468166051248
HRV,Croatia,2012,76.48,2.29174219536757
HRV,Croatia,2012,76.48,2.1076222446011
HRV,Croatia,2012,76.48,2.14531722054381
HRV,Croatia,2013,76.88,6.45839220842898
HRV,Croatia,2013,76.88,2.07373464975819
HRV,Croatia,2013,76.88,2.13957075040674
HRV,Croatia,2013,76.88,2.24508680826406
HRV,Croatia,2014,76.92,2.11965609647164
HRV,Croatia,2014,76.92,2.26014962036624
HRV,Croatia,2014,76.92,6.50418267083519
HRV,Croatia,2014,76.92,2.12437695399732
HRV,Croatia,2015,77.13,2.39096485122673
HRV,Croatia,2015,77.13,6.82802984165652
HRV,Croatia,2015,77.13,2.15573995127893
HRV,Croatia,2015,77.13,2.28132286410301
HRV,Croatia,2016,77.33,6.59301110248284
HRV,Croatia,2016,77.33,2.05360253531177
HRV,Croatia,2016,77.33,2.31254013893844
HRV,Croatia,2016,77.33,2.22687052700065
HRV,Croatia,2017,77.28,6.73920491014121
HRV,Croatia,2017,77.28,2.20449895699615
HRV,Croatia,2017,77.28,2.37893934531451
HRV,Croatia,2017,77.28,2.15576660783055
CYP,Cyprus,2007,79,0
CYP,Cyprus,2007,79,2.61485309653656
CYP,Cyprus,2007,79,0
CYP,Cyprus,2007,79,2.61485309653656
CYP,Cyprus,2008,80,2.69021967847824
CYP,Cyprus,2008,80,2.69021967847824
CYP,Cyprus,2008,80,0
CYP,Cyprus,2008,80,0
CYP,Cyprus,2009,80,0
CYP,Cyprus,2009,80,2.95627961768092
CYP,Cyprus,2009,80,0
CYP,Cyprus,2009,80,2.95627961768092
CYP,Cyprus,2010,79.66,0
CYP,Cyprus,2010,79.66,0
CYP,Cyprus,2010,79.66,2.95719644417039
CYP,Cyprus,2010,79.66,2.95719644417039
CYP,Cyprus,2011,79.77,3.05618362280379
CYP,Cyprus,2011,79.77,0
CYP,Cyprus,2011,79.77,0
CYP,Cyprus,2011,79.77,3.05618362280379
CYP,Cyprus,2012,79.38,0
CYP,Cyprus,2012,79.38,2.97764076469713
CYP,Cyprus,2012,79.38,2.97764076469713
CYP,Cyprus,2012,79.38,0
CYP,Cyprus,2013,79.56,0
CYP,Cyprus,2013,79.56,3.08309728773912
CYP,Cyprus,2013,79.56,0
CYP,Cyprus,2013,79.56,3.08309728773912
CYP,Cyprus,2014,79.64,0
CYP,Cyprus,2014,79.64,2.66547692589288
CYP,Cyprus,2014,79.64,0
CYP,Cyprus,2014,79.64,2.66547692589288
CYP,Cyprus,2015,79.8,2.53901025412394
CYP,Cyprus,2015,79.8,0
CYP,Cyprus,2015,79.8,2.53901025412394
CYP,Cyprus,2015,79.8,0
CYP,Cyprus,2016,80.13,0
CYP,Cyprus,2016,80.13,2.49714679415369
CYP,Cyprus,2016,80.13,2.49714679415369
CYP,Cyprus,2016,80.13,0
CYP,Cyprus,2017,80.31,2.49257838846413
CYP,Cyprus,2017,80.31,0
CYP,Cyprus,2017,80.31,2.49257838846413
CYP,Cyprus,2017,80.31,0
CZE,Czechia,2007,76,6.75294408666221
CZE,Czechia,2007,76,2.8455939111592
CZE,Czechia,2007,76,1.24673646337255
CZE,Czechia,2007,76,4.85582097733539
CZE,Czechia,2008,77,6.91667054689412
CZE,Czechia,2008,77,2.82759604553637
CZE,Czechia,2008,77,4.97002648131398
CZE,Czechia,2008,77,1.36785447859155
CZE,Czechia,2009,77,7.78511242540562
CZE,Czechia,2009,77,5.61722770595906
CZE,Czechia,2009,77,3.10936115909117
CZE,Czechia,2009,77,1.56423575689297
CZE,Czechia,2010,77.21,3.14722317548039
CZE,Czechia,2010,77.21,1.47301529995894
CZE,Czechia,2010,77.21,5.56143489929957
CZE,Czechia,2010,77.21,7.66212937818253
CZE,Czechia,2011,77.08,1.48336346910097
CZE,Czechia,2011,77.08,3.07206579161025
CZE,Czechia,2011,77.08,7.58400675887682
CZE,Czechia,2011,77.08,5.55885875583435
CZE,Czechia,2012,77.42,7.6413187107765
CZE,Czechia,2012,77.42,5.61579220597584
CZE,Czechia,2012,77.42,3.07829329256655
CZE,Czechia,2012,77.42,1.45459896182631
CZE,Czechia,2013,77.87,7.52845219165889
CZE,Czechia,2013,77.87,5.48237939405773
CZE,Czechia,2013,77.87,3.03566001624846
CZE,Czechia,2013,77.87,1.43899836196163
CZE,Czechia,2014,78.08,7.4954242710869
CZE,Czechia,2014,78.08,3.09674003441304
CZE,Czechia,2014,78.08,5.52917993664217
CZE,Czechia,2014,78.08,1.37563096863379
CZE,Czechia,2015,78.28,3.13243460130491
CZE,Czechia,2015,78.28,1.48383006797565
CZE,Czechia,2015,78.28,5.37508708970029
CZE,Czechia,2015,78.28,7.4898969498559
CZE,Czechia,2016,78.28,1.39022471469307
CZE,Czechia,2016,78.28,5.40620231549257
CZE,Czechia,2016,78.28,7.34752830356203
CZE,Czechia,2016,78.28,3.0810670179619
CZE,Czechia,2017,79.47,5.3268908186056
CZE,Czechia,2017,79.47,7.28874158580701
CZE,Czechia,2017,79.47,3.02152164443991
CZE,Czechia,2017,79.47,1.4441018013092
DNK,Denmark,2007,78,0.278978673018408
DNK,Denmark,2007,78,7.64819200249664
DNK,Denmark,2007,78,7.5509539085698
DNK,Denmark,2007,78,0
DNK,Denmark,2008,79,7.85032609999
DNK,Denmark,2008,79,0.294133736636752
DNK,Denmark,2008,79,0
DNK,Denmark,2008,79,7.73743577048617
DNK,Denmark,2009,78,8.83315120292796
DNK,Denmark,2009,78,8.69716050025151
DNK,Denmark,2009,78,0.337432712933572
DNK,Denmark,2009,78,0
DNK,Denmark,2010,78.7,4.76436596473267
DNK,Denmark,2010,78.7,0
DNK,Denmark,2010,78.7,8.54080984237375
DNK,Denmark,2010,78.7,8.40671500185339
DNK,Denmark,2011,78.6,8.29766539069921
DNK,Denmark,2011,78.6,4.77357167741754
DNK,Denmark,2011,78.6,0
DNK,Denmark,2011,78.6,8.44194203833096
DNK,Denmark,2012,79.1,4.85578502835275
DNK,Denmark,2012,79.1,8.53408827970066
DNK,Denmark,2012,79.1,8.66325257351271
DNK,Denmark,2012,79.1,0
DNK,Denmark,2013,79.8,8.48670872865471
DNK,Denmark,2013,79.8,4.7398783605331
DNK,Denmark,2013,79.8,8.38456753511652
DNK,Denmark,2013,79.8,0
DNK,Denmark,2014,80.05,8.45186142035751
DNK,Denmark,2014,80.05,0
DNK,Denmark,2014,80.05,8.56351331288486
DNK,Denmark,2014,80.05,4.70417550808933
DNK,Denmark,2015,80.3,8.43352842026868
DNK,Denmark,2015,80.3,0
DNK,Denmark,2015,80.3,4.84970490679271
DNK,Denmark,2015,80.3,8.54996980601968
DNK,Denmark,2016,80.55,8.46149051092042
DNK,Denmark,2016,80.55,8.32930053994226
DNK,Denmark,2016,80.55,4.74632420994128
DNK,Denmark,2016,80.55,0
DNK,Denmark,2017,81.1,8.33603932062136
DNK,Denmark,2017,81.1,8.19861626999405
DNK,Denmark,2017,81.1,4.80469165674471
DNK,Denmark,2017,81.1,0
DOM,Dominican Republic,2014,73.23,1.76989434215693
DOM,Dominican Republic,2015,73.45,1.74856133066251
DOM,Dominican Republic,2016,73.5,1.59484986819804
DOM,Dominican Republic,2017,73.68,1.78427366444868
ECU,Ecuador,2013,75.63,2.40104179514293
ECU,Ecuador,2015,76.47,2.62742557412644
ECU,Ecuador,2016,75.87,2.65914589813153
ECU,Ecuador,2017,76.1,2.67684430828066
EGY,"Egypt, Arab Rep.",2007,68,1.33233033105348
EGY,"Egypt, Arab Rep.",2007,68,1.33233033105348
EGY,"Egypt, Arab Rep.",2007,68,0
EGY,"Egypt, Arab Rep.",2007,68,1.33233033105348
EGY,"Egypt, Arab Rep.",2007,68,1.33233033105348
EGY,"Egypt, Arab Rep.",2007,68,0
EGY,"Egypt, Arab Rep.",2008,68,1.39783865738339
EGY,"Egypt, Arab Rep.",2008,68,0
EGY,"Egypt, Arab Rep.",2008,68,1.39783865738339
EGY,"Egypt, Arab Rep.",2008,68,1.39783865738339
EGY,"Egypt, Arab Rep.",2008,68,1.39783865738339
EGY,"Egypt, Arab Rep.",2008,68,0
EGY,"Egypt, Arab Rep.",2009,68,1.44025449118549
EGY,"Egypt, Arab Rep.",2009,68,0
EGY,"Egypt, Arab Rep.",2009,68,1.44025449118549
EGY,"Egypt, Arab Rep.",2009,68,1.44025449118549
EGY,"Egypt, Arab Rep.",2009,68,1.44025449118549
EGY,"Egypt, Arab Rep.",2009,68,0
EGY,"Egypt, Arab Rep.",2010,70.14,1.36689958417964
EGY,"Egypt, Arab Rep.",2010,70.14,1.36689958417964
EGY,"Egypt, Arab Rep.",2010,70.14,1.36689958417964
EGY,"Egypt, Arab Rep.",2010,70.14,1.36689958417964
EGY,"Egypt, Arab Rep.",2010,70.14,0
EGY,"Egypt, Arab Rep.",2010,70.14,0
EGY,"Egypt, Arab Rep.",2011,70.34,0
EGY,"Egypt, Arab Rep.",2011,70.34,1.40655506307914
EGY,"Egypt, Arab Rep.",2011,70.34,1.40655506307914
EGY,"Egypt, Arab Rep.",2011,70.34,1.40655506307914
EGY,"Egypt, Arab Rep.",2011,70.34,0
EGY,"Egypt, Arab Rep.",2011,70.34,1.40655506307914
EGY,"Egypt, Arab Rep.",2012,72.98,1.34304651579387
EGY,"Egypt, Arab Rep.",2012,72.98,1.34304651579387
EGY,"Egypt, Arab Rep.",2012,72.98,1.34304651579387
EGY,"Egypt, Arab Rep.",2013,73.2,1.71771930767577
EGY,"Egypt, Arab Rep.",2013,73.2,2.20112448935713
EGY,"Egypt, Arab Rep.",2013,73.2,1.71771930767577
EGY,"Egypt, Arab Rep.",2014,70.91,2.25436544600939
EGY,"Egypt, Arab Rep.",2014,70.91,1.77141079812207
EGY,"Egypt, Arab Rep.",2014,70.91,1.77141079812207
EGY,"Egypt, Arab Rep.",2015,71.13,2.04872719833054
EGY,"Egypt, Arab Rep.",2015,71.13,1.63785343099145
EGY,"Egypt, Arab Rep.",2015,71.13,1.63785343099145
SLV,El Salvador,2007,71,3.22424206798242
SLV,El Salvador,2007,71,1.67354916454803
SLV,El Salvador,2007,71,1.88575543374432
SLV,El Salvador,2007,71,3.22365423898188
SLV,El Salvador,2007,71,1.12157773303746
SLV,El Salvador,2007,71,5.878290005437e-4
SLV,El Salvador,2007,71,1.33789880523756
SLV,El Salvador,2008,71,3.82167446494334
SLV,El Salvador,2008,71,1.86802825170346
SLV,El Salvador,2008,71,2.46068245298796
SLV,El Salvador,2008,71,3.82167446494334
SLV,El Salvador,2008,71,1.48997491504919
SLV,El Salvador,2008,71,0
SLV,El Salvador,2008,71,1.36099201195538
SLV,El Salvador,2009,72,4.21836171897814
SLV,El Salvador,2009,72,2.51965444089805
SLV,El Salvador,2009,72,2.72986236494141
SLV,El Salvador,2009,72,4.21722545992926
SLV,El Salvador,2009,72,1.25613437854016
SLV,El Salvador,2009,72,0.001136259048883
SLV,El Salvador,2009,72,1.48736309498785
SLV,El Salvador,2010,71.26,3.5835998944055
SLV,El Salvador,2010,71.26,2.26637893790794
SLV,El Salvador,2010,71.26,2.29944497837969
SLV,El Salvador,2010,71.26,3.5819736956937702
SLV,El Salvador,2010,71.26,1.26084606782441
SLV,El Salvador,2010,71.26,0.0016261987117253
SLV,El Salvador,2010,71.26,1.28252871731408
SLV,El Salvador,2011,71.46,4.32364957436455
SLV,El Salvador,2011,71.46,2.31465618604807
SLV,El Salvador,2011,71.46,2.57792059570721
SLV,El Salvador,2011,71.46,4.32217056082714
SLV,El Salvador,2011,71.46,1.2966018677969
SLV,El Salvador,2011,71.46,0.0014790135374109
SLV,El Salvador,2011,71.46,1.74424996511993
SLV,El Salvador,2012,71.73,3.26114581823011
SLV,El Salvador,2012,71.73,1.92720075268304
SLV,El Salvador,2012,71.73,1.80776014408384
SLV,El Salvador,2012,71.73,3.26020614481515
SLV,El Salvador,2012,71.73,1.12014374871412
SLV,El Salvador,2012,71.73,9.396734149562e-4
SLV,El Salvador,2012,71.73,1.45244600073131
SLV,El Salvador,2013,71.95,3.24724341274778
SLV,El Salvador,2013,71.95,2.08130977456191
SLV,El Salvador,2013,71.95,1.94579954672284
SLV,El Salvador,2013,71.95,3.24633394813141
SLV,El Salvador,2013,71.95,1.17139042588409
SLV,El Salvador,2013,71.95,9.094646163696e-4
SLV,El Salvador,2013,71.95,1.30053440140858
SLV,El Salvador,2014,72.1,2.35112180643345
SLV,El Salvador,2014,72.1,2.21391402028993
SLV,El Salvador,2014,72.1,2.3506792006717
SLV,El Salvador,2014,72.1,2.3506792006717
SLV,El Salvador,2014,72.1,1.41545322608701
SLV,El Salvador,2014,72.1,4.426057617532e-4
SLV,El Salvador,2014,72.1,0
SLV,El Salvador,2015,72.34,3.87358436469633
SLV,El Salvador,2015,72.34,2.43960297360211
SLV,El Salvador,2015,72.34,2.63799670965055
SLV,El Salvador,2015,72.34,3.87273105830472
SLV,El Salvador,2015,72.34,1.52955170695411
SLV,El Salvador,2015,72.34,8.533063916061e-4
SLV,El Salvador,2015,72.34,1.23473434865417
SLV,El Salvador,2016,72.75,3.81044188394067
SLV,El Salvador,2016,72.75,2.51948831445198
SLV,El Salvador,2016,72.75,2.61084301789643
SLV,El Salvador,2016,72.75,3.80961514454298
SLV,El Salvador,2016,72.75,1.46084851571342
SLV,El Salvador,2016,72.75,8.267393976872e-4
SLV,El Salvador,2016,72.75,1.19877212664655
SLV,El Salvador,2017,73,3.81877875143269
SLV,El Salvador,2017,73,2.42802108475095
SLV,El Salvador,2017,73,2.57053971726065
SLV,El Salvador,2017,73,3.81837841819531
SLV,El Salvador,2017,73,1.48883930984151
SLV,El Salvador,2017,73,4.003332373868e-4
SLV,El Salvador,2017,73,1.24783870093466
EST,Estonia,2007,72,4.40307861891361
EST,Estonia,2007,72,1.9820560218898
EST,Estonia,2007,72,1.40042530983724
EST,Estonia,2007,72,3.22945270622894
EST,Estonia,2008,73,5.24943859167744
EST,Estonia,2008,73,2.44179525504666
EST,Estonia,2008,73,1.51875091762882
EST,Estonia,2008,73,3.82515831353662
EST,Estonia,2009,73,5.92674777499303
EST,Estonia,2009,73,2.59896664010857
EST,Estonia,2009,73,1.69679335774036
EST,Estonia,2009,73,4.57384164488478
EST,Estonia,2010,73.97,5.67164300599114
EST,Estonia,2010,73.97,2.51055504905791
EST,Estonia,2010,73.97,1.5859707389077
EST,Estonia,2010,73.97,4.32648476165668
EST,Estonia,2011,74.82,5.21447437739893
EST,Estonia,2011,74.82,2.23153221923968
EST,Estonia,2011,74.82,1.60495906667479
EST,Estonia,2011,74.82,3.9195167084183
EST,Estonia,2012,75.43,5.1889358728249
EST,Estonia,2012,75.43,2.17786024539769
EST,Estonia,2012,75.43,1.6902053237321
EST,Estonia,2012,75.43,3.89847488964181
EST,Estonia,2013,76.13,5.16510003793724
EST,Estonia,2013,76.13,2.23135661368151
EST,Estonia,2013,76.13,1.58898056329752
EST,Estonia,2013,76.13,3.91844172407261
EST,Estonia,2014,76.43,5.22253724175791
EST,Estonia,2014,76.43,2.42418826274528
EST,Estonia,2014,76.43,1.45834294923101
EST,Estonia,2014,76.43,4.01658091741065
EST,Estonia,2015,76.42,5.57472815287691
EST,Estonia,2015,76.42,2.72763314643026
EST,Estonia,2015,76.42,1.44306119350489
EST,Estonia,2015,76.42,4.1535603679806
EST,Estonia,2016,77.24,5.29497551935737
EST,Estonia,2016,77.24,2.37144958573994
EST,Estonia,2016,77.24,1.40700600659066
EST,Estonia,2016,77.24,4.23904500255983
EST,Estonia,2017,77.13,5.14103189940176
EST,Estonia,2017,77.13,2.31656928960324
EST,Estonia,2017,77.13,1.38097633134878
EST,Estonia,2017,77.13,4.14950898847802
ETH,Ethiopia,2007,50,0.725055374893387
ETH,Ethiopia,2007,50,0.67993055967917
ETH,Ethiopia,2012,58.72,0.506619263485556
ETH,Ethiopia,2013,59.24,0.554485109389692
ETH,Ethiopia,2014,62.97,0.645264326579561
ETH,Ethiopia,2015,63.62,0.663607992309849
ETH,Ethiopia,2016,64.04,0.540550915356344
ETH,Ethiopia,2017,64.58,0.418642713557078
FIN,Finland,2007,79,1.04291395826206
FIN,Finland,2007,79,5.24397023605884
FIN,Finland,2007,79,6.46542507697571
FIN,Finland,2007,79,2.58296270954499
FIN,Finland,2008,79,5.39778138110313
FIN,Finland,2008,79,2.86464365686047
FIN,Finland,2008,79,1.10004375466502
FIN,Finland,2008,79,6.70012611638741
FIN,Finland,2009,79,6.02155743973766
FIN,Finland,2009,79,1.2060721772574
FIN,Finland,2009,79,7.40755005584686
FIN,Finland,2009,79,3.29028814780987
FIN,Finland,2010,79.79,7.32953126079631
FIN,Finland,2010,79.79,5.98108885262805
FIN,Finland,2010,79.79,1.17623297172895
FIN,Finland,2010,79.79,3.24062016657542
FIN,Finland,2011,79.72,6.03389933231649
FIN,Finland,2011,79.72,7.36371074455298
FIN,Finland,2011,79.72,3.18387054414691
FIN,Finland,2011,79.72,1.16768856251073
FIN,Finland,2012,79.87,6.37146395937066
FIN,Finland,2012,79.87,1.19430751553197
FIN,Finland,2012,79.87,7.71201321149838
FIN,Finland,2012,79.87,3.1805090605212
FIN,Finland,2013,80.47,1.1682597481414
FIN,Finland,2013,80.47,6.52943162964159
FIN,Finland,2013,80.47,7.82934695895185
FIN,Finland,2013,80.47,3.20573998756858
FIN,Finland,2014,80.63,3.15664316060649
FIN,Finland,2014,80.63,7.81016641130611
FIN,Finland,2014,80.63,6.48825260878601
FIN,Finland,2014,80.63,1.19673074041673
FIN,Finland,2015,80.83,1.19497599167396
FIN,Finland,2015,80.83,7.28812356600516
FIN,Finland,2015,80.83,5.95264564656906
FIN,Finland,2015,80.83,2.88289140667502
FIN,Finland,2016,81.13,2.97400674886676
FIN,Finland,2016,81.13,5.91767118123558
FIN,Finland,2016,81.13,7.17917597624105
FIN,Finland,2016,81.13,1.13094088765068
FIN,Finland,2017,81.39,1.06760465044344
FIN,Finland,2017,81.39,5.81128673757518
FIN,Finland,2017,81.39,2.80599732215059
FIN,Finland,2017,81.39,7.01190007998197
FRA,France,2007,80,0.223812172909713
FRA,France,2007,80,7.16028969382289
FRA,France,2007,80,0.0849404541146413
FRA,France,2007,80,7.46291259735443
FRA,France,2008,81,7.44908099860468
FRA,France,2008,81,0.0843212640159006
FRA,France,2008,81,0.216173621497907
FRA,France,2008,81,7.15807225529266
FRA,France,2009,81,0.0851570577074625
FRA,France,2009,81,7.63433796971941
FRA,France,2009,81,7.95560058706212
FRA,France,2009,81,0.248499552267016
FRA,France,2010,81.52,7.9786436952241
FRA,France,2010,81.52,0.0827950236782742
FRA,France,2010,81.52,0.298001943578098
FRA,France,2010,81.52,7.62917051113899
FRA,France,2011,81.07,7.60864548581911
FRA,France,2011,81.07,0.243056517077356
FRA,France,2011,81.07,0.0838042158621705
FRA,France,2011,81.07,7.93234837874064
FRA,France,2012,81.37,0.0854077261437646
FRA,France,2012,81.37,7.69057317010117
FRA,France,2012,81.37,0.241860892644786
FRA,France,2012,81.37,8.00443698882231
FRA,France,2013,81.67,8.05983402528824
FRA,France,2013,81.67,7.73034068742059
FRA,France,2013,81.67,0.254299330716657
FRA,France,2013,81.67,0.0859629981248731
FRA,France,2014,82.57,7.86476661402525
FRA,France,2014,82.57,8.18903461541145
FRA,France,2014,82.57,0.0841487325358818
FRA,France,2014,82.57,0.249608678157845
FRA,France,2015,81.97,8.07875795112153
FRA,France,2015,81.97,7.7749505101818
FRA,France,2015,81.97,0.233393618724618
FRA,France,2015,81.97,0.0807393633280447
FRA,France,2016,82.37,0.0784198226691476
FRA,France,2016,82.37,7.82425723850324
FRA,France,2016,82.37,8.12517987994426
FRA,France,2016,82.37,0.361169833971091
FRA,France,2017,82.67,0.0804442892825397
FRA,France,2017,82.67,8.11163995782769
FRA,France,2017,82.67,7.7825932139496
FRA,France,2017,82.67,0.366091164970865
GEO,Georgia,2007,74,0.0892918469675115
GEO,Georgia,2007,74,1.4378276896307
GEO,Georgia,2007,74,1.34853584266319
GEO,Georgia,2007,74,1.34853584266319
GEO,Georgia,2007,74,1.34853584266319
GEO,Georgia,2008,70,1.5960837306545
GEO,Georgia,2008,70,0.148899824073838
GEO,Georgia,2008,70,1.44718390658066
GEO,Georgia,2008,70,1.44718390658066
GEO,Georgia,2008,70,1.44718390658066
GEO,Georgia,2009,72,0.174139711966427
GEO,Georgia,2009,72,1.79331454931885
GEO,Georgia,2009,72,1.96745426128528
GEO,Georgia,2009,72,1.79331454931885
GEO,Georgia,2009,72,1.79331454931885
GEO,Georgia,2010,71.55,1.87370327881368
GEO,Georgia,2010,71.55,0.179694916859722
GEO,Georgia,2010,71.55,2.05339819567341
GEO,Georgia,2010,71.55,1.87370327881368
GEO,Georgia,2010,71.55,1.87370327881368
GEO,Georgia,2011,71.68,1.52762278790201
GEO,Georgia,2011,71.68,1.38892214851888
GEO,Georgia,2011,71.68,0.138700639383127
GEO,Georgia,2011,71.68,1.38892214851888
GEO,Georgia,2011,71.68,1.38892214851888
GEO,Georgia,2012,73.33,0.151271532221105
GEO,Georgia,2012,73.33,1.49120752142132
GEO,Georgia,2012,73.33,1.33993598920022
GEO,Georgia,2012,73.33,1.33993598920022
GEO,Georgia,2012,73.33,1.33993598920022
GEO,Georgia,2013,73.33,0.148604590879721
GEO,Georgia,2013,73.33,1.67446142933524
GEO,Georgia,2013,73.33,1.67446142933524
GEO,Georgia,2013,73.33,1.82306602021496
GEO,Georgia,2013,73.33,1.22418608699299
GEO,Georgia,2013,73.33,0.450275342342249
GEO,Georgia,2014,73.94,2.0903211008726
GEO,Georgia,2014,73.94,2.21988255049689
GEO,Georgia,2014,73.94,0.45362269102031
GEO,Georgia,2014,73.94,2.0903211008726
GEO,Georgia,2014,73.94,0.129561449624286
GEO,Georgia,2014,73.94,1.63669840985229
GEO,Georgia,2015,74.08,0.146751656426759
GEO,Georgia,2015,74.08,0.412757124387688
GEO,Georgia,2015,74.08,2.52488106313731
GEO,Georgia,2015,74.08,2.52488106313731
GEO,Georgia,2015,74.08,2.67163271956407
GEO,Georgia,2015,74.08,2.11212393874962
GEO,Georgia,2016,74.67,0.276035291700226
GEO,Georgia,2016,74.67,2.90999742102607
GEO,Georgia,2016,74.67,2.46051676268764
GEO,Georgia,2016,74.67,2.73655205438787
GEO,Georgia,2016,74.67,0.1734453666382
GEO,Georgia,2016,74.67,2.73655205438787
GEO,Georgia,2017,74.82,2.79343616039249
GEO,Georgia,2017,74.82,2.62410767820728
GEO,Georgia,2017,74.82,0.290035500200086
GEO,Georgia,2017,74.82,2.3340721780072
GEO,Georgia,2017,74.82,2.62410767820728
GEO,Georgia,2017,74.82,0.169328482185204
DEU,Germany,2007,79,0.333016025363659
DEU,Germany,2007,79,5.65328728434203
DEU,Germany,2007,79,0.149436319437342
DEU,Germany,2007,79,0.184248412804557
DEU,Germany,2007,79,6.24682364232836
DEU,Germany,2008,80,0.130749745142257
DEU,Germany,2008,80,5.79272342528807
DEU,Germany,2008,80,0.183806493466374
DEU,Germany,2008,80,0.332589354669303
DEU,Germany,2008,80,6.36762070989466
DEU,Germany,2009,80,0.356090698112527
DEU,Germany,2009,80,6.37832832973261
DEU,Germany,2009,80,0.201894287077082
DEU,Germany,2009,80,0.139526307983983
DEU,Germany,2009,80,6.99695775731802
DEU,Germany,2010,80.09,0.370366123101152
DEU,Germany,2010,80.09,0.194032246966813
DEU,Germany,2010,80.09,6.85427704257548
DEU,Germany,2010,80.09,0.138567158245606
DEU,Germany,2010,80.09,6.22695962630826
DEU,Germany,2011,79.94,0.150265120223014
DEU,Germany,2011,79.94,6.67415141512696
DEU,Germany,2011,79.94,0.190952067282672
DEU,Germany,2011,79.94,0.348968815165532
DEU,Germany,2011,79.94,6.05595001109975
DEU,Germany,2012,79.99,0.332954813275341
DEU,Germany,2012,79.99,6.70448296302645
DEU,Germany,2012,79.99,6.08331726408559
DEU,Germany,2012,79.99,0.192509587984488
DEU,Germany,2012,79.99,0.163299266528114
DEU,Germany,2013,80.74,0.322605396054798
DEU,Germany,2013,80.74,6.29512987918864
DEU,Germany,2013,80.74,0.177066767110293
DEU,Germany,2013,80.74,6.91798498925811
DEU,Germany,2013,80.74,0.193772495187076
DEU,Germany,2014,80.89,0.306448208979723
DEU,Germany,2014,80.89,6.99270058321637
DEU,Germany,2014,80.89,0.161766331565706
DEU,Germany,2014,80.89,6.40104248669255
DEU,Germany,2014,80.89,0.189972430380849
